"sol_pos_x"|"sol_pos_y"|"sol_pos_z"|"sol_pitch"|"sol_roll"|"sol_yaw"|"sol_armd_x"|"sol_armd_y"|"sol_armd_z"|"sol_wrp_x"|"sol_wrp_y"|"sol_wrp_z"|"sol_elbp_x"|"sol_elbp_y"|"sol_elbp_z"|"sol_m_s_x_pinky"|"sol_m_s_y_pinky"|"sol_m_s_z_pinky"|"sol_m_e_x_pinky"|"sol_m_e_y_pinky"|"sol_m_e_z_pinky"|"sol_m_d_x_pinky"|"sol_m_d_y_pinky"|"sol_m_d_z_pinky"|"sol_p_s_x_pinky"|"sol_p_s_y_pinky"|"sol_p_s_z_pinky"|"sol_p_e_x_pinky"|"sol_p_e_y_pinky"|"sol_p_e_z_pinky"|"sol_p_d_x_pinky"|"sol_p_d_y_pinky"|"sol_p_d_z_pinky"|"sol_i_s_x_pinky"|"sol_i_s_y_pinky"|"sol_i_s_z_pinky"|"sol_i_e_x_pinky"|"sol_i_e_y_pinky"|"sol_i_e_z_pinky"|"sol_i_d_x_pinky"|"sol_i_d_y_pinky"|"sol_i_d_z_pinky"|"sol_d_s_x_pinky"|"sol_d_s_y_pinky"|"sol_d_s_z_pinky"|"sol_d_e_x_pinky"|"sol_d_e_y_pinky"|"sol_d_e_z_pinky"|"sol_d_d_x_pinky"|"sol_d_d_y_pinky"|"sol_d_d_z_pinky"|"sol_m_s_x_ring"|"sol_m_s_y_ring"|"sol_m_s_z_ring"|"sol_m_e_x_ring"|"sol_m_e_y_ring"|"sol_m_e_z_ring"|"sol_m_d_x_ring"|"sol_m_d_y_ring"|"sol_m_d_z_ring"|"sol_p_s_x_ring"|"sol_p_s_y_ring"|"sol_p_s_z_ring"|"sol_p_e_x_ring"|"sol_p_e_y_ring"|"sol_p_e_z_ring"|"sol_p_d_x_ring"|"sol_p_d_y_ring"|"sol_p_d_z_ring"|"sol_i_s_x_ring"|"sol_i_s_y_ring"|"sol_i_s_z_ring"|"sol_i_e_x_ring"|"sol_i_e_y_ring"|"sol_i_e_z_ring"|"sol_i_d_x_ring"|"sol_i_d_y_ring"|"sol_i_d_z_ring"|"sol_d_s_x_ring"|"sol_d_s_y_ring"|"sol_d_s_z_ring"|"sol_d_e_x_ring"|"sol_d_e_y_ring"|"sol_d_e_z_ring"|"sol_d_d_x_ring"|"sol_d_d_y_ring"|"sol_d_d_z_ring"|"sol_m_s_x_middle"|"sol_m_s_y_middle"|"sol_m_s_z_middle"|"sol_m_e_x_middle"|"sol_m_e_y_middle"|"sol_m_e_z_middle"|"sol_m_d_x_middle"|"sol_m_d_y_middle"|"sol_m_d_z_middle"|"sol_p_s_x_middle"|"sol_p_s_y_middle"|"sol_p_s_z_middle"|"sol_p_e_x_middle"|"sol_p_e_y_middle"|"sol_p_e_z_middle"|"sol_p_d_x_middle"|"sol_p_d_y_middle"|"sol_p_d_z_middle"|"sol_i_s_x_middle"|"sol_i_s_y_middle"|"sol_i_s_z_middle"|"sol_i_e_x_middle"|"sol_i_e_y_middle"|"sol_i_e_z_middle"|"sol_i_d_x_middle"|"sol_i_d_y_middle"|"sol_i_d_z_middle"|"sol_d_s_x_middle"|"sol_d_s_y_middle"|"sol_d_s_z_middle"|"sol_d_e_x_middle"|"sol_d_e_y_middle"|"sol_d_e_z_middle"|"sol_d_d_x_middle"|"sol_d_d_y_middle"|"sol_d_d_z_middle"|"sol_m_s_x_index"|"sol_m_s_y_index"|"sol_m_s_z_index"|"sol_m_e_x_index"|"sol_m_e_y_index"|"sol_m_e_z_index"|"sol_m_d_x_index"|"sol_m_d_y_index"|"sol_m_d_z_index"|"sol_p_s_x_index"|"sol_p_s_y_index"|"sol_p_s_z_index"|"sol_p_e_x_index"|"sol_p_e_y_index"|"sol_p_e_z_index"|"sol_p_d_x_index"|"sol_p_d_y_index"|"sol_p_d_z_index"|"sol_i_s_x_index"|"sol_i_s_y_index"|"sol_i_s_z_index"|"sol_i_e_x_index"|"sol_i_e_y_index"|"sol_i_e_z_index"|"sol_i_d_x_index"|"sol_i_d_y_index"|"sol_i_d_z_index"|"sol_d_s_x_index"|"sol_d_s_y_index"|"sol_d_s_z_index"|"sol_d_e_x_index"|"sol_d_e_y_index"|"sol_d_e_z_index"|"sol_d_d_x_index"|"sol_d_d_y_index"|"sol_d_d_z_index"|"sol_m_s_x_thumb"|"sol_m_s_y_thumb"|"sol_m_s_z_thumb"|"sol_m_e_x_thumb"|"sol_m_e_y_thumb"|"sol_m_e_z_thumb"|"sol_m_d_x_thumb"|"sol_m_d_y_thumb"|"sol_m_d_z_thumb"|"sol_p_s_x_thumb"|"sol_p_s_y_thumb"|"sol_p_s_z_thumb"|"sol_p_e_x_thumb"|"sol_p_e_y_thumb"|"sol_p_e_z_thumb"|"sol_p_d_x_thumb"|"sol_p_d_y_thumb"|"sol_p_d_z_thumb"|"sol_i_s_x_thumb"|"sol_i_s_y_thumb"|"sol_i_s_z_thumb"|"sol_i_e_x_thumb"|"sol_i_e_y_thumb"|"sol_i_e_z_thumb"|"sol_i_d_x_thumb"|"sol_i_d_y_thumb"|"sol_i_d_z_thumb"|"sol_d_s_x_thumb"|"sol_d_s_y_thumb"|"sol_d_s_z_thumb"|"sol_d_e_x_thumb"|"sol_d_e_y_thumb"|"sol_d_e_z_thumb"|"sol_d_d_x_thumb"|"sol_d_d_y_thumb"|"sol_d_d_z_thumb"
-98.3039|385.827|170.544|4.31810156586|6.82358616428|7.00709328574|0.190473|-0.169573|-0.966936|-115.034|386.236|239.378|-162.854|428.809|482.138|-125.281|385.979|209.664|-132.087|382.652|156.281|0.126224|0.0617071|0.990081|-132.087|382.652|156.281|-118.277|355.937|147.603|-0.441213|0.853498|0.277259|-118.277|355.937|147.603|-115.708|350.815|163.941|-0.148342|0.295828|-0.943653|-115.708|350.815|163.941|-117.413|353.995|178.767|0.111713|-0.208386|-0.971646|-114.951|394.246|209.36|-113.936|389.177|151.344|-0.0174349|0.087024|0.996054|-113.936|389.177|151.344|-101.174|352.345|144.649|-0.322668|0.931252|0.169277|-101.174|352.345|144.649|-100.231|345.925|168.297|-0.0384326|0.261792|-0.964359|-100.231|345.925|168.297|-102.771|351.082|183.806|0.153534|-0.311762|-0.937674|-104.01|396.397|211.84|-93.1797|391.862|148.037|-0.166936|0.0698985|0.983487|-93.1797|391.862|148.037|-81.1822|351.973|138.792|-0.281183|0.934874|0.216672|-81.1822|351.973|138.792|-82.7305|344.583|162.806|0.0615075|0.29355|-0.953963|-82.7305|344.583|162.806|-86.235|349.143|178.415|0.210671|-0.27412|-0.938337|-93.2832|395.941|215.819|-72.7727|392.117|150.669|-0.29982|0.0558901|0.952357|-72.7727|392.117|150.669|-65.5732|390.223|113.374|-0.189306|0.0497992|0.980654|-65.5732|390.223|113.374|-61.3439|386.474|92.7374|-0.197667|0.175244|0.964478|-61.3439|386.474|92.7374|-58.2799|382.103|78.5861|-0.202581|0.288973|0.935658|-84.9467|378.002|225.542|-84.9467|378.002|225.542|0.0|0.0|0.0|-84.9467|378.002|225.542|-83.9502|362.36|181.852|-0.0214678|0.336991|0.941263|-83.9502|362.36|181.852|-95.0163|348.401|157.488|0.366641|0.462523|0.807246|-95.0163|348.401|157.488|-109.743|338.004|147.278|0.710852|0.501825|0.492809
-96.6765|380.599|166.271|3.39286769495|5.75017069727|8.21559666263|0.190923|-0.15657|-0.969038|-114.592|381.985|234.79|-162.525|421.294|478.078|-124.414|381.822|204.837|-130.227|377.887|151.378|0.107823|0.072983|0.991488|-130.227|377.887|151.378|-116.786|350.811|143.258|-0.42941|0.865048|0.25942|-116.786|350.811|143.258|-114.599|345.765|159.675|-0.126348|0.291415|-0.948216|-114.599|345.765|159.675|-116.449|349.0|174.472|0.121261|-0.212008|-0.969716|-113.918|389.881|204.628|-111.856|383.987|146.718|-0.0353952|0.101185|0.994238|-111.856|383.987|146.718|-99.6964|346.832|140.719|-0.307447|0.939401|0.151663|-99.6964|346.832|140.719|-99.3215|340.642|164.444|-0.0152894|0.25244|-0.967492|-99.3215|340.642|164.444|-102.054|346.025|179.843|0.165189|-0.325493|-0.931003|-102.987|391.851|207.298|-90.9898|386.219|143.792|-0.184929|0.086813|0.97891|-90.9898|386.219|143.792|-79.5565|346.008|135.254|-0.267959|0.942422|0.200096|-79.5565|346.008|135.254|-81.7608|338.859|159.289|0.0875697|0.283981|-0.954823|-81.7608|338.859|159.289|-85.5119|343.602|174.787|0.225491|-0.285097|-0.931597|-92.3524|391.241|211.497|-70.6377|386.112|146.828|-0.317423|0.074974|0.945315|-70.6377|386.112|146.828|-63.5432|384.543|109.498|-0.186544|0.0412436|0.98158|-63.5432|384.543|109.498|-59.4307|381.326|88.7486|-0.192208|0.150379|0.969764|-59.4307|381.326|88.7486|-56.4733|377.439|74.4343|-0.195536|0.256987|0.946427|-84.5671|373.28|221.626|-84.5671|373.28|221.626|0.0|0.0|0.0|-84.5671|373.28|221.626|-82.6997|357.218|178.118|-0.040231|0.346034|0.937359|-82.6997|357.218|178.118|-93.0577|343.272|153.436|0.343185|0.46207|0.81775|-93.0577|343.272|153.436|-107.523|333.002|142.736|0.698216|0.495723|0.516482
-97.4079|359.164|162.545|8.98771711391|13.5047662978|8.44490489876|0.221995|-0.0491758|-0.973807|-116.151|352.732|230.555|-171.885|365.078|475.04|-125.509|353.68|200.472|-130.124|353.241|146.754|0.0856076|0.00813683|0.996296|-130.124|353.241|146.754|-113.393|328.395|137.672|-0.53453|0.793787|0.290138|-113.393|328.395|137.672|-110.148|323.217|153.872|-0.187455|0.299052|-0.935643|-110.148|323.217|153.872|-112.195|325.984|168.737|0.134194|-0.181315|-0.974226|-116.176|363.041|201.112|-112.675|362.055|142.98|-0.0601115|0.0169317|0.998048|-112.675|362.055|142.98|-95.6301|327.085|135.844|-0.43095|0.884155|0.180421|-95.6301|327.085|135.844|-94.9296|319.579|159.178|-0.0285636|0.306108|-0.951568|-94.9296|319.579|159.178|-98.6554|323.616|174.779|0.225265|-0.244099|-0.943224|-105.636|366.217|204.164|-92.2576|367.238|140.693|-0.206217|-0.015748|0.97838|-92.2576|367.238|140.693|-75.6147|329.091|131.293|-0.390055|0.894048|0.220308|-75.6147|329.091|131.293|-77.3472|320.072|154.73|0.068826|0.358273|-0.931077|-77.3472|320.072|154.73|-81.9928|323.176|170.399|0.279266|-0.186554|-0.941917|-95.0642|366.683|208.537|-72.1088|369.572|144.159|-0.335561|-0.0422416|0.941071|-72.1088|369.572|144.159|-63.0509|370.209|107.228|-0.238171|-0.016746|0.971079|-63.0509|370.209|107.228|-57.5672|368.322|86.6327|-0.256293|0.0881975|0.962567|-57.5672|368.322|86.6327|-53.4515|365.344|72.3869|-0.27212|0.196907|0.941901|-85.0782|349.161|217.43|-85.0782|349.161|217.43|0.0|0.0|0.0|-85.0782|349.161|217.43|-79.1684|337.452|172.905|-0.127322|0.252243|0.959251|-79.1684|337.452|172.905|-86.3923|324.507|146.614|0.239343|0.428906|0.871065|-86.3923|324.507|146.614|-98.5742|313.409|134.059|0.588007|0.535711|0.606021
-99.7414|370.179|169.512|7.97973571368|9.04215116091|7.79415947177|0.35752|-0.00718408|-0.933878|-119.034|364.915|237.579|-208.794|366.719|472.039|-127.317|367.042|208.085|-133.156|366.64|154.486|0.108299|0.00745027|0.99409|-133.156|366.64|154.486|-118.208|340.912|144.773|-0.477566|0.821967|0.310326|-118.208|340.912|144.773|-115.734|335.005|160.859|-0.1429|0.341173|-0.929075|-115.734|335.005|160.859|-117.791|337.279|175.806|0.134867|-0.149016|-0.979594|-117.296|375.679|208.451|-115.183|374.095|150.265|-0.0362738|0.0271821|0.998972|-115.183|374.095|150.265|-100.965|338.13|141.982|-0.359485|0.909348|0.209423|-100.965|338.13|141.982|-100.202|330.468|165.264|-0.0311235|0.312418|-0.949435|-100.202|330.468|165.264|-103.122|334.454|181.048|0.176564|-0.240984|-0.954333|-106.482|378.071|211.248|-94.4912|377.717|147.492|-0.184824|0.00546195|0.982757|-94.4912|377.717|147.492|-81.0442|338.723|136.574|-0.315157|0.913892|0.255885|-81.0442|338.723|136.574|-82.4909|329.953|160.125|0.0574734|0.348396|-0.935584|-82.4909|329.953|160.125|-86.1997|333.253|176.002|0.22295|-0.198381|-0.954431|-95.8094|377.767|215.384|-74.1515|378.55|150.498|-0.316594|-0.011451|0.948492|-74.1515|378.55|150.498|-66.9218|378.911|113.162|-0.1901|-0.00948639|0.981719|-66.9218|378.911|113.162|-62.6033|376.663|92.3275|-0.201831|0.105049|0.97377|-62.6033|376.663|92.3275|-59.425|373.522|77.8782|-0.210144|0.207694|0.955355|-86.9689|359.595|224.186|-86.9689|359.595|224.186|0.0|0.0|0.0|-86.9689|359.595|224.186|-83.7302|346.978|179.635|-0.0697771|0.271825|0.959814|-83.7302|346.978|179.635|-93.0697|334.321|153.876|0.309441|0.419373|0.853447|-93.0697|334.321|153.876|-106.769|324.058|142.205|0.66124|0.495384|0.563344
-101.371|359.328|169.097|2.25338295355|4.77858822932|7.58315870414|0.33953|-0.073222|-0.937741|-120.097|361.161|237.499|-205.34|379.544|472.929|-128.625|361.683|207.954|-135.136|356.913|154.643|0.120755|0.0884552|0.988734|-135.136|356.913|154.643|-122.209|329.395|147.202|-0.412984|0.879161|0.237741|-122.209|329.395|147.202|-119.882|324.595|163.673|-0.134406|0.277213|-0.951361|-119.882|324.595|163.673|-121.626|328.427|178.34|0.114316|-0.251113|-0.961184|-118.002|369.561|207.482|-116.724|362.626|149.664|-0.0219402|0.11907|0.992643|-116.724|362.626|149.664|-105.248|325.126|144.529|-0.290151|0.948134|0.129825|-105.248|325.126|144.529|-104.614|319.089|168.288|-0.0258796|0.246182|-0.968878|-104.614|319.089|168.288|-107.19|325.202|183.439|0.155796|-0.369589|-0.916041|-107.009|371.396|209.989|-95.8599|364.46|146.458|-0.17186|0.106914|0.979303|-95.8599|364.46|146.458|-85.3824|323.852|138.598|-0.245559|0.951719|0.184206|-85.3824|323.852|138.598|-86.9391|316.587|162.649|0.0618396|0.288608|-0.955448|-86.9391|316.587|162.649|-90.1934|321.597|178.175|0.195629|-0.30112|-0.933304|-96.3371|370.683|214.075|-75.4778|364.069|149.26|-0.30492|0.096689|0.947457|-75.4778|364.069|149.26|-69.8638|362.541|111.677|-0.147617|0.0401828|0.988228|-69.8638|362.541|111.677|-66.6149|359.471|90.7525|-0.151844|0.143447|0.97794|-66.6149|359.471|90.7525|-64.2786|355.731|76.2853|-0.154471|0.247331|0.956539|-88.7272|352.775|224.429|-88.7272|352.775|224.429|0.0|0.0|0.0|-88.7272|352.775|224.429|-86.2362|335.5|181.419|-0.0536667|0.372167|0.926613|-86.2362|335.5|181.419|-96.5658|321.068|157.006|0.342242|0.478172|0.80884|-96.5658|321.068|157.006|-111.418|310.873|146.775|0.716896|0.492098|0.493863
-97.1403|361.284|170.745|2.02932649261|3.1239238706|7.26251717736|0.318322|-0.044666|-0.94693|-115.214|363.269|239.307|-195.133|374.483|477.044|-124.057|364.422|209.781|-131.056|359.838|156.516|0.129816|0.0850031|0.987888|-131.056|359.838|156.516|-118.991|332.013|148.777|-0.385455|0.888985|0.247244|-118.991|332.013|148.777|-116.575|326.841|165.123|-0.139533|0.29869|-0.944095|-116.575|326.841|165.123|-118.034|330.514|179.861|0.0955937|-0.240703|-0.96588|-113.215|371.992|209.237|-112.521|365.02|151.413|-0.0119126|0.1197|0.992739|-112.521|365.02|151.413|-102.159|327.261|145.827|-0.261999|0.954677|0.14124|-102.159|327.261|145.827|-101.407|320.736|169.454|-0.0306571|0.266104|-0.963457|-101.407|320.736|169.454|-103.624|326.591|184.762|0.134047|-0.354006|-0.925587|-102.158|373.511|211.671|-91.635|366.255|148.068|-0.162205|0.111849|0.980398|-91.635|366.255|148.068|-82.4286|325.474|139.54|-0.215769|0.955766|0.199886|-82.4286|325.474|139.54|-83.7667|317.83|163.486|0.0531556|0.303673|-0.951292|-83.7667|317.83|163.486|-86.5932|322.529|179.191|0.169914|-0.282458|-0.944112|-91.4838|372.492|215.686|-71.2544|365.279|150.735|-0.295712|0.105444|0.94944|-71.2544|365.279|150.735|-65.6777|364.33|113.127|-0.146633|0.0249501|0.988876|-65.6777|364.33|113.127|-62.5064|361.718|92.1292|-0.148218|0.122108|0.981387|-62.5064|361.718|92.1292|-60.2631|358.251|77.5792|-0.148323|0.229199|0.962013|-84.3221|354.374|225.993|-84.3221|354.374|225.993|0.0|0.0|0.0|-84.3221|354.374|225.993|-81.9729|336.737|183.122|-0.0506119|0.379961|0.923617|-81.9729|336.737|183.122|-92.2532|322.511|158.568|0.340608|0.471336|0.813529|-92.2532|322.511|158.568|-107.151|312.69|148.041|0.719082|0.474045|0.508136
-94.3342|359.898|173.698|1.87610912604|0.239784865989|7.93005633217|0.345952|-0.0282617|-0.937826|-113.185|362.245|242.036|-200.04|369.34|477.487|-121.447|364.247|212.481|-128.135|360.226|159.131|0.124035|0.0745916|0.98947|-128.135|360.226|159.131|-117.439|331.954|151.003|-0.341723|0.903217|0.259662|-117.439|331.954|151.003|-115.451|326.534|167.326|-0.114793|0.31308|-0.942764|-115.451|326.534|167.326|-116.929|330.312|182.035|0.0968572|-0.247649|-0.963996|-110.232|371.261|212.075|-109.312|364.481|154.232|-0.0157987|0.116402|0.993076|-109.312|364.481|154.232|-100.807|326.363|147.989|-0.215038|0.963765|0.157847|-100.807|326.363|147.989|-100.576|319.511|171.534|-0.00943191|0.279415|-0.960124|-100.576|319.511|171.534|-102.626|325.306|186.889|0.123991|-0.350364|-0.92837|-99.137|372.209|214.624|-88.3573|364.67|151.098|-0.166164|0.116218|0.979226|-88.3573|364.67|151.098|-81.3035|323.661|141.659|-0.165318|0.961107|0.22123|-81.3035|323.661|141.659|-82.8419|315.688|165.485|0.061114|0.316734|-0.946543|-82.8419|315.688|165.485|-85.2944|320.201|181.308|0.147434|-0.2713|-0.951136|-88.5689|370.636|218.739|-68.0798|362.653|153.961|-0.299507|0.1167|0.94693|-68.0798|362.653|153.961|-62.9744|361.848|116.282|-0.134244|0.021161|0.990722|-62.9744|361.848|116.282|-60.1735|359.345|95.2186|-0.130905|0.116972|0.98447|-60.1735|359.345|95.2186|-58.2491|356.391|80.5107|-0.127234|0.195331|0.972449|-82.4369|352.139|229.039|-82.4369|352.139|229.039|0.0|0.0|0.0|-82.4369|352.139|229.039|-80.0526|334.381|186.221|-0.051368|0.38259|0.922489|-80.0526|334.381|186.221|-90.7086|320.674|161.531|0.353057|0.454116|0.818003|-90.7086|320.674|161.531|-105.918|311.645|150.744|0.734116|0.435842|0.520688
-95.9573|359.318|172.549|1.91440044764|1.4987500279|7.41631169492|0.342012|-0.0498872|-0.93837|-114.33|361.681|241.026|-200.195|374.206|476.614|-122.841|363.156|211.545|-129.876|358.859|158.261|0.130462|0.0796822|0.988246|-129.876|358.859|158.261|-118.604|330.755|150.332|-0.3601|0.897868|0.2533|-118.604|330.755|150.332|-116.427|325.619|166.723|-0.125737|0.296669|-0.946667|-116.427|325.619|166.723|-117.897|329.505|181.405|0.0963041|-0.254679|-0.962218|-111.788|370.416|211.031|-111.193|363.52|153.198|-0.0102319|0.118383|0.992915|-111.193|363.52|153.198|-101.896|325.528|147.326|-0.235061|0.960573|0.148475|-101.896|325.528|147.326|-101.404|319.078|170.979|-0.0200619|0.263039|-0.964577|-101.404|319.078|170.979|-103.506|325.086|186.245|0.127098|-0.363256|-0.92298|-100.697|371.616|213.487|-90.2737|364.167|149.89|-0.160665|0.114826|0.980307|-90.2737|364.167|149.89|-82.2856|323.18|141.125|-0.187214|0.960601|0.205419|-82.2856|323.18|141.125|-83.7685|315.658|165.102|0.0589079|0.298824|-0.952488|-83.7685|315.658|165.102|-86.4029|320.508|180.794|0.158367|-0.291577|-0.943347|-90.0627|370.288|217.518|-69.9336|362.608|152.59|-0.294246|0.112267|0.949113|-69.9336|362.608|152.59|-64.9271|361.721|114.9|-0.131641|0.0233188|0.991023|-64.9271|361.721|114.9|-62.1354|359.182|93.8394|-0.13048|0.118676|0.984322|-62.1354|359.182|93.8394|-60.1962|356.002|79.1806|-0.128212|0.210238|0.969207|-83.4366|351.956|227.807|-83.4366|351.956|227.807|0.0|0.0|0.0|-83.4366|351.956|227.807|-81.4556|334.298|184.927|-0.0426791|0.38043|0.923824|-81.4556|334.298|184.927|-92.4018|320.359|160.496|0.362672|0.461846|0.809424|-92.4018|320.359|160.496|-107.705|311.015|150.119|0.738688|0.451023|0.500917
-92.3919|359.441|174.39|1.54278820669|1.81411960907|6.97005274255|0.330719|-0.0317997|-0.943193|-110.21|361.962|242.999|-193.241|369.945|479.798|-119.001|363.407|213.561|-126.414|358.687|160.364|0.137481|0.0875338|0.986629|-126.414|358.687|160.364|-115.033|330.563|152.667|-0.363615|0.89851|0.245892|-115.033|330.563|152.667|-112.668|325.492|169.052|-0.136591|0.292911|-0.946333|-112.668|325.492|169.052|-114.04|329.472|183.718|0.0899126|-0.260849|-0.961183|-107.995|370.726|212.911|-107.797|363.418|155.125|-0.00339291|0.125468|0.992092|-107.797|363.418|155.125|-98.3267|325.401|149.706|-0.239443|0.961194|0.137015|-98.3267|325.401|149.706|-97.563|318.905|173.34|-0.0311456|0.264921|-0.963767|-97.563|318.905|173.34|-99.5875|325.026|188.571|0.122407|-0.370115|-0.920886|-96.8916|372.007|215.273|-86.9079|364.159|151.654|-0.153894|0.120965|0.980655|-86.9079|364.159|151.654|-78.8972|323.127|143.125|-0.187745|0.961663|0.19989|-78.8972|323.127|143.125|-79.8593|315.473|167.086|0.0382223|0.304061|-0.951886|-79.8593|315.473|167.086|-82.229|320.371|182.806|0.142448|-0.294457|-0.944989|-86.22|370.768|219.233|-66.5393|362.735|154.21|-0.287691|0.117423|0.950498|-66.5393|362.735|154.21|-61.426|362.046|116.53|-0.134451|0.0181198|0.990755|-61.426|362.046|116.53|-58.5564|359.699|95.4577|-0.134117|0.109692|0.984876|-58.5564|359.699|95.4577|-56.547|356.811|80.748|-0.132859|0.190938|0.972569|-79.4112|352.549|229.602|-79.4112|352.549|229.602|0.0|0.0|0.0|-79.4112|352.549|229.602|-77.6167|334.397|186.92|-0.0386592|0.391075|0.919547|-77.6167|334.397|186.92|-88.4853|320.164|162.625|0.360099|0.471579|0.804949|-88.4853|320.164|162.625|-103.854|310.668|152.483|0.741816|0.458322|0.489541
-94.2379|363.391|173.977|2.41299231004|1.54336877278|6.91847798353|0.324239|-0.0321268|-0.94543|-111.916|365.051|242.652|-193.319|373.117|480.013|-120.786|366.863|213.237|-128.279|363.018|159.981|0.138966|0.0713206|0.987726|-128.279|363.018|159.981|-117.061|335.039|151.551|-0.35839|0.893878|0.269331|-117.061|335.039|151.551|-114.724|329.705|167.856|-0.134975|0.308059|-0.941744|-114.724|329.705|167.856|-116.049|333.387|182.604|0.0868409|-0.241293|-0.966559|-109.745|374.14|212.69|-109.645|367.743|154.796|-0.0017218|0.109825|0.993949|-109.645|367.743|154.796|-100.361|329.861|148.232|-0.234733|0.957787|0.165964|-100.361|329.861|148.232|-99.6367|323.128|171.801|-0.0295393|0.274595|-0.961106|-99.6367|323.128|171.801|-101.568|328.805|187.215|0.116786|-0.343266|-0.931949|-98.6339|375.332|215.059|-88.7565|368.441|151.313|-0.152255|0.10621|0.982618|-88.7565|368.441|151.313|-80.7122|327.611|141.891|-0.188531|0.95692|0.220816|-80.7122|327.611|141.891|-82.1012|319.901|165.813|0.055176|0.306313|-0.95033|-82.1012|319.901|165.813|-84.6743|324.514|181.587|0.154684|-0.27729|-0.948253|-87.9639|373.981|218.986|-68.3921|366.882|153.822|-0.2861|0.103772|0.952564|-68.3921|366.882|153.822|-63.5491|366.067|116.109|-0.127343|0.021409|0.991628|-63.5491|366.067|116.109|-60.8507|363.378|95.0549|-0.126116|0.125682|0.984022|-60.8507|363.378|95.0549|-58.9908|359.678|80.5085|-0.122973|0.244661|0.961779|-81.2297|355.568|229.059|-81.2297|355.568|229.059|0.0|0.0|0.0|-81.2297|355.568|229.059|-79.4988|338.218|186.042|-0.0372906|0.373791|0.926763|-79.4988|338.218|186.042|-90.6447|324.443|161.609|0.369287|0.456401|0.809522|-90.6447|324.443|161.609|-106.025|315.172|151.281|0.742408|0.447535|0.498541
-93.7182|364.469|169.888|2.57268725734|1.1092942377|7.77040065846|0.311409|-0.0204211|-0.950056|-112.104|365.91|238.369|-190.287|371.037|476.891|-120.804|368.013|208.772|-127.554|364.426|155.399|0.125193|0.0665272|0.989899|-127.554|364.426|155.399|-116.451|336.421|146.905|-0.354723|0.894726|0.27136|-116.451|336.421|146.905|-114.339|330.847|163.16|-0.121997|0.321953|-0.938863|-114.339|330.847|163.16|-115.787|334.311|177.949|0.0949267|-0.227068|-0.969241|-109.698|375.201|208.413|-108.809|369.018|150.503|-0.0152526|0.10616|0.994232|-108.809|369.018|150.503|-99.7391|331.098|143.86|-0.229334|0.958751|0.167938|-99.7391|331.098|143.86|-99.3461|324.005|167.331|-0.0160261|0.289262|-0.957116|-99.3461|324.005|167.331|-101.403|329.393|182.832|0.12436|-0.325781|-0.937231|-98.6126|376.293|210.947|-87.8675|369.558|147.325|-0.16563|0.10382|0.980708|-87.8675|369.558|147.325|-80.031|328.729|137.723|-0.183662|0.956884|0.225035|-80.031|328.729|137.723|-81.717|320.567|161.475|0.0669787|0.32425|-0.943597|-81.717|320.567|161.475|-84.4192|324.851|177.321|0.162439|-0.257528|-0.952519|-88.0121|374.84|215.023|-67.5551|367.822|150.123|-0.29904|0.10259|0.94871|-67.5551|367.822|150.123|-61.9469|367.216|112.512|-0.147462|0.0159452|0.988939|-61.9469|367.216|112.512|-58.8294|364.931|91.4679|-0.145705|0.106768|0.98355|-58.8294|364.931|91.4679|-56.6724|361.909|76.8062|-0.142618|0.19979|0.969404|-81.5749|356.336|225.122|-81.5749|356.336|225.122|0.0|0.0|0.0|-81.5749|356.336|225.122|-78.9546|338.92|182.177|-0.0564521|0.37522|0.925215|-78.9546|338.92|182.177|-89.1732|325.276|157.269|0.338564|0.452042|0.825247|-89.1732|325.276|157.269|-104.067|316.083|146.186|0.71892|0.443768|0.534998
