"sol_pos_x"|"sol_pos_y"|"sol_pos_z"|"sol_pitch"|"sol_roll"|"sol_yaw"|"sol_armd_x"|"sol_armd_y"|"sol_armd_z"|"sol_wrp_x"|"sol_wrp_y"|"sol_wrp_z"|"sol_elbp_x"|"sol_elbp_y"|"sol_elbp_z"|"sol_m_s_x_pinky"|"sol_m_s_y_pinky"|"sol_m_s_z_pinky"|"sol_m_e_x_pinky"|"sol_m_e_y_pinky"|"sol_m_e_z_pinky"|"sol_m_d_x_pinky"|"sol_m_d_y_pinky"|"sol_m_d_z_pinky"|"sol_p_s_x_pinky"|"sol_p_s_y_pinky"|"sol_p_s_z_pinky"|"sol_p_e_x_pinky"|"sol_p_e_y_pinky"|"sol_p_e_z_pinky"|"sol_p_d_x_pinky"|"sol_p_d_y_pinky"|"sol_p_d_z_pinky"|"sol_i_s_x_pinky"|"sol_i_s_y_pinky"|"sol_i_s_z_pinky"|"sol_i_e_x_pinky"|"sol_i_e_y_pinky"|"sol_i_e_z_pinky"|"sol_i_d_x_pinky"|"sol_i_d_y_pinky"|"sol_i_d_z_pinky"|"sol_d_s_x_pinky"|"sol_d_s_y_pinky"|"sol_d_s_z_pinky"|"sol_d_e_x_pinky"|"sol_d_e_y_pinky"|"sol_d_e_z_pinky"|"sol_d_d_x_pinky"|"sol_d_d_y_pinky"|"sol_d_d_z_pinky"|"sol_m_s_x_ring"|"sol_m_s_y_ring"|"sol_m_s_z_ring"|"sol_m_e_x_ring"|"sol_m_e_y_ring"|"sol_m_e_z_ring"|"sol_m_d_x_ring"|"sol_m_d_y_ring"|"sol_m_d_z_ring"|"sol_p_s_x_ring"|"sol_p_s_y_ring"|"sol_p_s_z_ring"|"sol_p_e_x_ring"|"sol_p_e_y_ring"|"sol_p_e_z_ring"|"sol_p_d_x_ring"|"sol_p_d_y_ring"|"sol_p_d_z_ring"|"sol_i_s_x_ring"|"sol_i_s_y_ring"|"sol_i_s_z_ring"|"sol_i_e_x_ring"|"sol_i_e_y_ring"|"sol_i_e_z_ring"|"sol_i_d_x_ring"|"sol_i_d_y_ring"|"sol_i_d_z_ring"|"sol_d_s_x_ring"|"sol_d_s_y_ring"|"sol_d_s_z_ring"|"sol_d_e_x_ring"|"sol_d_e_y_ring"|"sol_d_e_z_ring"|"sol_d_d_x_ring"|"sol_d_d_y_ring"|"sol_d_d_z_ring"|"sol_m_s_x_middle"|"sol_m_s_y_middle"|"sol_m_s_z_middle"|"sol_m_e_x_middle"|"sol_m_e_y_middle"|"sol_m_e_z_middle"|"sol_m_d_x_middle"|"sol_m_d_y_middle"|"sol_m_d_z_middle"|"sol_p_s_x_middle"|"sol_p_s_y_middle"|"sol_p_s_z_middle"|"sol_p_e_x_middle"|"sol_p_e_y_middle"|"sol_p_e_z_middle"|"sol_p_d_x_middle"|"sol_p_d_y_middle"|"sol_p_d_z_middle"|"sol_i_s_x_middle"|"sol_i_s_y_middle"|"sol_i_s_z_middle"|"sol_i_e_x_middle"|"sol_i_e_y_middle"|"sol_i_e_z_middle"|"sol_i_d_x_middle"|"sol_i_d_y_middle"|"sol_i_d_z_middle"|"sol_d_s_x_middle"|"sol_d_s_y_middle"|"sol_d_s_z_middle"|"sol_d_e_x_middle"|"sol_d_e_y_middle"|"sol_d_e_z_middle"|"sol_d_d_x_middle"|"sol_d_d_y_middle"|"sol_d_d_z_middle"|"sol_m_s_x_index"|"sol_m_s_y_index"|"sol_m_s_z_index"|"sol_m_e_x_index"|"sol_m_e_y_index"|"sol_m_e_z_index"|"sol_m_d_x_index"|"sol_m_d_y_index"|"sol_m_d_z_index"|"sol_p_s_x_index"|"sol_p_s_y_index"|"sol_p_s_z_index"|"sol_p_e_x_index"|"sol_p_e_y_index"|"sol_p_e_z_index"|"sol_p_d_x_index"|"sol_p_d_y_index"|"sol_p_d_z_index"|"sol_i_s_x_index"|"sol_i_s_y_index"|"sol_i_s_z_index"|"sol_i_e_x_index"|"sol_i_e_y_index"|"sol_i_e_z_index"|"sol_i_d_x_index"|"sol_i_d_y_index"|"sol_i_d_z_index"|"sol_d_s_x_index"|"sol_d_s_y_index"|"sol_d_s_z_index"|"sol_d_e_x_index"|"sol_d_e_y_index"|"sol_d_e_z_index"|"sol_d_d_x_index"|"sol_d_d_y_index"|"sol_d_d_z_index"|"sol_m_s_x_thumb"|"sol_m_s_y_thumb"|"sol_m_s_z_thumb"|"sol_m_e_x_thumb"|"sol_m_e_y_thumb"|"sol_m_e_z_thumb"|"sol_m_d_x_thumb"|"sol_m_d_y_thumb"|"sol_m_d_z_thumb"|"sol_p_s_x_thumb"|"sol_p_s_y_thumb"|"sol_p_s_z_thumb"|"sol_p_e_x_thumb"|"sol_p_e_y_thumb"|"sol_p_e_z_thumb"|"sol_p_d_x_thumb"|"sol_p_d_y_thumb"|"sol_p_d_z_thumb"|"sol_i_s_x_thumb"|"sol_i_s_y_thumb"|"sol_i_s_z_thumb"|"sol_i_e_x_thumb"|"sol_i_e_y_thumb"|"sol_i_e_z_thumb"|"sol_i_d_x_thumb"|"sol_i_d_y_thumb"|"sol_i_d_z_thumb"|"sol_d_s_x_thumb"|"sol_d_s_y_thumb"|"sol_d_s_z_thumb"|"sol_d_e_x_thumb"|"sol_d_e_y_thumb"|"sol_d_e_z_thumb"|"sol_d_d_x_thumb"|"sol_d_d_y_thumb"|"sol_d_d_z_thumb"
-13.0108|252.696|99.014|-3.15766820714|-14.3349604332|6.04812575046|0.335994|-0.219613|-0.915903|-28.7975|263.981|168.165|-114.191|319.796|400.944|-37.0205|265.907|138.55|-46.5712|260.88|85.0461|0.174979|0.0921146|0.980254|-46.5712|260.88|85.0461|-47.7016|249.225|56.0665|0.0361659|0.372878|0.927176|-47.7016|249.225|56.0665|-47.6152|238.069|42.8584|-0.00499667|0.645247|0.763958|-47.6152|238.069|42.8584|-47.3201|227.015|32.3761|-0.0193658|0.725481|0.68797|-24.2736|269.884|137.463|-27.2398|259.98|79.4136|0.0503068|0.167965|0.984509|-27.2398|259.98|79.4136|-28.9711|221.92|69.0068|0.0438368|0.963663|0.263498|-28.9711|221.92|69.0068|-29.2992|213.025|91.819|0.0133986|0.363254|-0.931594|-29.2992|213.025|91.819|-29.0947|216.51|107.962|-0.0123871|-0.211002|-0.977407|-13.0727|268.113|139.73|-6.78686|254.651|75.7593|-0.0957144|0.204987|0.974074|-6.78686|254.651|75.7593|-10.5807|213.718|64.5596|0.0890439|0.960716|0.262861|-10.5807|213.718|64.5596|-12.9894|204.153|87.6802|0.0958223|0.380499|-0.919803|-12.9894|204.153|87.6802|-13.5002|208.207|103.781|0.0307526|-0.244073|-0.969269|-2.96904|264.092|143.741|12.6664|247.652|78.3118|-0.225778|0.237402|0.944809|12.6664|247.652|78.3118|15.5275|234.007|42.9865|-0.0753402|0.359286|0.930182|15.5275|234.007|42.9865|14.5206|219.484|27.3489|0.047128|0.679769|0.731911|14.5206|219.484|27.3489|12.5329|206.701|19.5553|0.131613|0.846396|0.516034|-1.27183|244.974|155.12|-1.27183|244.974|155.12|0.0|0.0|0.0|-1.27183|244.974|155.12|0.605018|220.314|115.167|-0.0399436|0.524817|0.850278|0.605018|220.314|115.167|-9.62008|205.709|90.8672|0.339266|0.484601|0.806263|-9.62008|205.709|90.8672|-24.8748|198.77|78.7378|0.737382|0.335422|0.58631
-11.1528|257.169|90.0907|-4.19693656989|-17.5655067596|11.5793299719|0.264808|-0.0927536|-0.95983|-31.5208|268.467|157.904|-98.8223|292.041|401.847|-38.2113|272.108|126.952|-42.6583|266.994|72.7926|0.0814756|0.0936953|0.992262|-42.6583|266.994|72.7926|-40.6909|256.446|43.4365|-0.0629464|0.3375|0.939218|-40.6909|256.446|43.4365|-39.5066|246.816|29.1262|-0.0684989|0.556963|0.827708|-39.5066|246.816|29.1262|-38.4547|237.806|16.8845|-0.0690371|0.591363|0.803445|-25.2204|275.377|127.12|-22.9416|264.987|69.1242|-0.0386478|0.176216|0.983593|-22.9416|264.987|69.1242|-26.5446|226.681|60.2096|0.0912281|0.969912|0.225716|-26.5446|226.681|60.2096|-28.6235|219.295|83.4636|0.084895|0.301632|-0.949637|-28.6235|219.295|83.4636|-29.0218|223.801|99.3476|0.0241192|-0.272873|-0.961748|-14.4145|273.03|130.504|-2.55038|258.519|67.5626|-0.180654|0.220954|0.958407|-2.55038|258.519|67.5626|-7.96434|217.164|58.8548|0.127068|0.97061|0.204376|-7.96434|217.164|58.8548|-13.0419|209.37|82.2067|0.202002|0.310068|-0.929006|-13.0419|209.37|82.2067|-14.6296|215.03|97.743|0.0955791|-0.340719|-0.935294|-4.99566|268.515|135.528|16.139|250.508|72.0867|-0.305188|0.260016|0.916107|16.139|250.508|72.0867|21.8793|241.226|35.7121|-0.151152|0.244433|0.957813|21.8793|241.226|35.7121|23.0226|231.095|16.9358|-0.0535123|0.474155|0.878814|23.0226|231.095|16.9358|22.6943|221.664|5.14451|0.0217371|0.624484|0.780735|-5.49022|249.464|147.133|-5.49022|249.464|147.133|0.0|0.0|0.0|-5.49022|249.464|147.133|0.596338|223.594|108.383|-0.129535|0.550558|0.824685|0.596338|223.594|108.383|-8.42588|209.14|83.5231|0.299355|0.479592|0.82485|-8.42588|209.14|83.5231|-23.0725|203.048|70.2438|0.707987|0.294497|0.641893
-19.2959|282.786|81.4238|-1.44261782509|-17.0541424433|13.2249778405|0.34163|-0.076326|-0.93673|-42.2013|291.062|148.912|-129.027|310.46|386.984|-47.5349|295.776|118.138|-50.3847|293.154|63.6938|0.0522118|0.0480243|0.997481|-50.3847|293.154|63.6938|-48.9537|275.743|37.7763|-0.0457827|0.557065|0.829206|-48.9537|275.743|37.7763|-47.982|260.315|30.0326|-0.0562016|0.892318|0.447894|-47.982|260.315|30.0326|-47.1257|246.72|23.2083|-0.0562016|0.892318|0.447895|-34.5852|299.137|118.834|-30.5533|291.478|60.5092|-0.0683801|0.129895|0.989167|-30.5533|291.478|60.5092|-34.1173|253.516|50.2145|0.0902409|0.961203|0.260662|-34.1173|253.516|50.2145|-35.9948|245.404|73.2427|0.0766701|0.331267|-0.940417|-35.9948|245.404|73.2427|-36.1611|250.408|88.9812|0.01007|-0.302989|-0.952941|-23.8589|296.721|122.417|-10.0663|285.253|59.2411|-0.21002|0.174621|0.961976|-10.0663|285.253|59.2411|-15.0102|244.135|49.2291|0.116037|0.965047|0.234987|-15.0102|244.135|49.2291|-20.5703|236.385|72.4856|0.221197|0.308309|-0.925212|-20.5703|236.385|72.4856|-22.4977|242.007|87.9974|0.11603|-0.338422|-0.933813|-14.5458|292.052|127.498|8.56019|277.19|63.9289|-0.333654|0.214613|0.917941|8.56019|277.19|63.9289|14.702|264.541|28.6512|-0.161726|0.33307|0.928929|14.702|264.541|28.6512|14.9482|250.95|12.1674|-0.011523|0.636104|0.771517|14.9482|250.95|12.1674|13.6949|239.16|2.81277|0.0829811|0.780681|0.619395|-15.1938|272.478|138.188|-15.1938|272.478|138.188|0.0|0.0|0.0|-15.1938|272.478|138.188|-7.20233|249.173|98.1774|-0.170076|0.49598|0.851515|-7.20233|249.173|98.1774|-16.0189|236.307|72.3881|0.292531|0.426883|0.855685|-16.0189|236.307|72.3881|-30.7423|231.096|58.8218|0.7117|0.251906|0.655764
-21.9294|286.154|77.9731|-0.343128377422|-13.9244916725|11.3988814946|0.35619|-0.0633134|-0.932266|-43.4685|292.853|146.106|-133.995|308.944|383.044|-49.6296|297.32|115.684|-54.1149|294.865|61.3424|0.0821749|0.0449777|0.995602|-54.1149|294.865|61.3424|-52.1103|274.531|37.69|-0.0641347|0.650569|0.756734|-52.1103|274.531|37.69|-50.2377|257.377|36.6228|-0.10831|0.992199|0.0617266|-50.2377|257.377|36.6228|-48.6031|242.864|40.9661|-0.107283|0.952487|-0.28506|-36.8724|301.399|115.985|-34.3361|294.324|57.5029|-0.0430147|0.119997|0.991842|-34.3361|294.324|57.5029|-35.5855|256.498|46.2133|0.0316365|0.957751|0.285852|-35.5855|256.498|46.2133|-36.9717|247.385|68.8993|0.0566083|0.37216|-0.926441|-36.9717|247.385|68.8993|-37.4689|251.452|84.8987|0.0301037|-0.246261|-0.968736|-25.9158|299.568|119.199|-13.5857|289.266|55.5223|-0.187751|0.156859|0.969611|-13.5857|289.266|55.5223|-16.1523|248.344|43.9419|0.060239|0.960467|0.271798|-16.1523|248.344|43.9419|-20.7359|239.185|66.897|0.182351|0.364384|-0.913221|-20.7359|239.185|66.897|-22.7103|243.905|82.7005|0.118861|-0.284166|-0.951379|-16.1944|295.4|123.939|5.60642|282.235|59.5404|-0.314807|0.190106|0.929923|5.60642|282.235|59.5404|10.4878|268.708|24.3919|-0.128537|0.356193|0.925529|10.4878|268.708|24.3919|9.61472|252.926|10.016|0.0408657|0.738644|0.672856|9.61472|252.926|10.016|7.44557|239.462|3.52618|0.143625|0.891472|0.429709|-15.3953|275.757|134.493|-15.3953|275.757|134.493|0.0|0.0|0.0|-15.3953|275.757|134.493|-7.60857|254.013|93.5736|-0.165719|0.462772|0.87085|-7.60857|254.013|93.5736|-16.2016|241.122|67.7214|0.285115|0.427717|0.857769|-16.2016|241.122|67.7214|-30.6961|235.043|54.2703|0.700635|0.293846|0.650204
-27.3038|292.385|72.5786|7.36061320914|-10.5225135723|15.0150714051|0.38173|-0.065963|-0.921917|-52.9905|290.994|139.618|-150.008|307.758|373.925|-57.8627|297.439|109.385|-58.8716|301.403|54.9568|0.0184833|-0.0726148|0.997189|-58.8716|301.403|54.9568|-53.5704|279.747|33.051|-0.169607|0.692849|0.700852|-53.5704|279.747|33.051|-52.3863|266.709|44.3432|-0.0684859|0.754133|-0.65314|-52.3863|266.709|44.3432|-53.4738|265.743|59.5101|0.071371|0.0634166|-0.995432|-45.41|302.098|111.029|-38.8979|302.345|52.4273|-0.110443|-0.00419386|0.993874|-38.8979|302.345|52.4273|-37.8114|265.785|37.5263|-0.0275082|0.925686|0.377291|-37.8114|265.785|37.5263|-39.3519|254.568|59.2385|0.062908|0.458098|-0.886673|-39.3519|254.568|59.2385|-40.5023|258.043|75.3433|0.0696548|-0.21044|-0.975122|-34.5812|300.45|114.738|-17.8036|298.634|51.2705|-0.255472|0.0276589|0.966421|-17.8036|298.634|51.2705|-17.5257|258.841|36.0465|-0.00652258|0.933962|0.357312|-17.5257|258.841|36.0465|-23.02|247.565|57.8297|0.218581|0.448586|-0.866599|-23.02|247.565|57.8297|-26.1609|251.064|73.7616|0.189081|-0.210635|-0.959104|-24.9385|296.238|119.598|1.48824|292.155|55.7172|-0.381606|0.0589597|0.922443|1.48824|292.155|55.7172|10.8076|288.02|19.1346|-0.245397|0.108871|0.96329|10.8076|288.02|19.1346|13.7634|278.603|0.185632|-0.138343|0.440765|0.886898|13.7634|278.603|0.185632|14.8909|269.635|-11.9143|-0.0746575|0.593762|0.80117|-23.6297|275.521|127.782|-23.6297|275.521|127.782|0.0|0.0|0.0|-23.6297|275.521|127.782|-15.1728|258.202|84.9292|-0.179982|0.368602|0.911997|-15.1728|258.202|84.9292|-22.9899|247.898|57.7063|0.259369|0.341859|0.90325|-22.9899|247.898|57.7063|-36.6054|242.823|42.9809|0.658146|0.245335|0.711796
-29.877|286.989|68.6846|5.0416943763|-8.4166202313|15.3874960117|0.374486|-0.168778|-0.911742|-56.1266|288.774|135.483|-151.303|331.67|367.204|-61.0322|292.82|104.871|-61.5131|294.04|50.3049|0.00881155|-0.022339|0.999712|-61.5131|294.04|50.3049|-55.4958|274.116|26.9857|-0.19252|0.63742|0.746077|-55.4958|274.116|26.9857|-51.8745|257.548|23.6264|-0.209454|0.958319|0.194303|-51.8745|257.548|23.6264|-48.6832|242.947|20.6659|-0.209454|0.958319|0.194303|-48.7634|297.976|106.41|-41.553|295.535|47.9402|-0.122286|0.0413999|0.991631|-41.553|295.535|47.9402|-39.3041|257.882|36.2342|-0.0569417|0.953367|0.296394|-39.3041|257.882|36.2342|-40.5039|247.95|58.5843|0.0489975|0.405622|-0.912726|-40.5039|247.95|58.5843|-41.775|251.656|74.6286|0.0769605|-0.224416|-0.97145|-37.9313|296.885|110.309|-20.3337|292.492|47.1908|-0.267957|0.0668904|0.961106|-20.3337|292.492|47.1908|-18.7421|251.959|34.1559|-0.0373568|0.951319|0.305935|-18.7421|251.959|34.1559|-23.8525|240.905|56.1454|0.203307|0.439754|-0.874804|-23.8525|240.905|56.1454|-27.2276|243.948|72.1231|0.203184|-0.183131|-0.961862|-28.2125|293.25|115.474|-0.890975|286.903|52.1573|-0.394526|0.0916532|0.914302|-0.890975|286.903|52.1573|6.84293|275.071|16.9093|-0.203649|0.311557|0.928148|6.84293|275.071|16.9093|6.80768|257.663|4.52169|0.00165005|0.814759|0.579797|6.80768|257.663|4.52169|4.40104|242.927|2.25439|0.15935|0.975741|0.150124|-26.3096|273.022|124.698|-26.3096|273.022|124.698|0.0|0.0|0.0|-26.3096|273.022|124.698|-17.9387|253.866|82.6169|-0.178149|0.40769|0.895573|-17.9387|253.866|82.6169|-25.2853|242.006|55.9012|0.243756|0.393499|0.886421|-25.2853|242.006|55.9012|-38.9041|235.881|41.5836|0.658306|0.296062|0.692084
-28.8245|284.831|67.4205|-1.30125361164|-7.87212864337|15.5104957672|0.338429|-0.23435|-0.911343|-54.9007|293.57|133.715|-140.913|353.13|365.335|-60.1618|294.446|102.629|-60.4456|289.503|48.2723|0.00519958|0.0905597|0.995877|-60.4456|289.503|48.2723|-55.0254|277.895|19.7626|-0.173413|0.371385|0.912141|-55.0254|277.895|19.7626|-51.4759|268.086|5.97488|-0.205305|0.567337|0.797483|-51.4759|268.086|5.97488|-48.3478|259.442|-6.17597|-0.205305|0.567337|0.797483|-47.9401|299.844|103.612|-40.4891|290.888|45.8114|-0.126366|0.151894|0.980286|-40.4891|290.888|45.8114|-37.733|252.353|37.6078|-0.0697854|0.975697|0.207713|-37.733|252.353|37.6078|-39.0235|243.807|60.5191|0.0527016|0.348996|-0.935641|-39.0235|243.807|60.5191|-40.445|247.102|76.6402|0.0860659|-0.199529|-0.976105|-37.1145|299.289|107.641|-19.2438|287.956|45.4709|-0.272118|0.172573|0.946663|-19.2438|287.956|45.4709|-17.1768|246.33|36.6181|-0.0485124|0.976972|0.207779|-17.1768|246.33|36.6181|-22.2276|237.126|59.4571|0.200937|0.366147|-0.908604|-22.2276|237.126|59.4571|-25.7224|241.324|75.1447|0.210383|-0.252695|-0.944396|-27.3869|296.34|113.21|0.22364|283.123|51.0917|-0.398701|0.190852|0.897002|0.22364|283.123|51.0917|7.0496|278.532|14.0167|-0.179741|0.120886|0.976258|7.0496|278.532|14.0167|9.5539|270.081|-5.44589|-0.117212|0.39555|0.910935|9.5539|270.081|-5.44589|10.3633|260.846|-17.3688|-0.0535939|0.611469|0.789451|-25.359|277.297|124.661|-25.359|277.297|124.661|0.0|0.0|0.0|-25.359|277.297|124.661|-16.6919|253.937|84.824|-0.184457|0.497161|0.847825|-16.6919|253.937|84.824|-25.067|239.399|59.7865|0.277886|0.482346|0.830736|-25.067|239.399|59.7865|-39.6924|232.134|47.0865|0.70696|0.351199|0.613895
-23.5337|262.759|83.803|-1.91407515987|-10.9099406896|18.7659432561|0.343055|-0.217055|-0.913893|-52.5528|272.254|148.725|-139.741|327.419|380.993|-56.3065|273.891|117.211|-53.6844|269.241|62.8915|-0.0480398|0.0851967|0.995205|-53.6844|269.241|62.8915|-45.8717|251.141|38.6373|-0.249959|0.579103|0.77599|-45.8717|251.141|38.6373|-41.5502|241.128|25.2212|-0.249959|0.579104|0.775989|-41.5502|241.128|25.2212|-37.8299|229.16|16.5572|-0.244173|0.785516|0.568634|-43.889|278.611|118.946|-33.5727|269.549|61.6036|-0.174961|0.153681|0.972507|-33.5727|269.549|61.6036|-32.4499|231.035|52.9303|-0.028428|0.975174|0.219608|-32.4499|231.035|52.9303|-35.4852|223.386|75.9934|0.123952|0.312356|-0.941844|-35.4852|223.386|75.9934|-37.5317|228.453|91.579|0.123913|-0.306784|-0.943678|-33.3629|277.447|123.591|-12.5334|265.466|62.4722|-0.317171|0.182434|0.930656|-12.5334|265.466|62.4722|-12.073|223.936|52.9625|-0.0108063|0.974714|0.223196|-12.073|223.936|52.9625|-18.9599|215.314|75.5469|0.273981|0.34304|-0.898475|-18.9599|215.314|75.5469|-23.0853|219.986|90.9445|0.248351|-0.281256|-0.926939|-24.1506|273.945|129.691|6.28293|259.552|69.1733|-0.439466|0.207827|0.873887|6.28293|259.552|69.1733|17.7948|250.773|34.0644|-0.303131|0.231169|0.924485|17.7948|250.773|34.0644|22.087|239.657|16.3309|-0.200891|0.520318|0.830007|22.087|239.657|16.3309|23.9891|229.461|5.35262|-0.125945|0.675093|0.726902|-23.8273|254.763|141.085|-23.8273|254.763|141.085|0.0|0.0|0.0|-23.8273|254.763|141.085|-12.7121|232.002|101.51|-0.236556|0.484411|0.842252|-12.7121|232.002|101.51|-17.8787|217.951|75.3522|0.171426|0.466217|0.867902|-17.8787|217.951|75.3522|-29.9057|210.548|60.2352|0.581358|0.357853|0.730728
-38.0783|250.252|97.7295|-0.665570032597|-13.5416766405|18.0752028022|0.33045|-0.145304|-0.932571|-66.0388|258.09|163.324|-150.023|295.019|400.339|-69.9765|261.6|131.903|-68.1139|258.846|77.4226|-0.0341242|0.0504626|0.998143|-68.1139|258.846|77.4226|-63.3278|241.093|52.1473|-0.153127|0.568|0.808658|-63.3278|241.093|52.1473|-61.1252|224.187|49.2732|-0.127397|0.977822|0.166237|-61.1252|224.187|49.2732|-59.7409|209.227|51.8123|-0.0908544|0.981823|-0.166643|-57.3414|265.691|133.662|-48.0228|258.3|75.9113|-0.158042|0.125357|0.979443|-48.0228|258.3|75.9113|-48.3094|220.234|65.3899|0.00725838|0.963835|0.2664|-48.3094|220.234|65.3899|-51.9652|211.151|87.8346|0.149293|0.370923|-0.916585|-51.9652|211.151|87.8346|-54.0084|215.758|103.563|0.123712|-0.278955|-0.952302|-46.8325|263.886|138.139|-27.1819|253.249|76.3841|-0.299219|0.16198|0.940335|-27.1819|253.249|76.3841|-28.8091|212.024|65.745|0.0381911|0.967569|0.249703|-28.8091|212.024|65.745|-35.8511|203.174|88.1933|0.280151|0.352082|-0.893059|-35.8511|203.174|88.1933|-39.4009|208.578|103.494|0.213696|-0.325365|-0.921125|-37.7271|259.752|143.999|-8.58574|246.255|82.6445|-0.420806|0.194906|0.885965|-8.58574|246.255|82.6445|2.49958|239.522|46.9512|-0.291898|0.177291|0.939874|2.49958|239.522|46.9512|6.61552|230.1|28.2223|-0.192645|0.440982|0.876597|6.61552|230.1|28.2223|8.50665|221.31|16.0875|-0.125217|0.582025|0.803472|-38.1567|240.168|154.682|-38.1567|240.168|154.682|0.0|0.0|0.0|-38.1567|240.168|154.682|-25.4974|217.72|115.392|-0.269417|0.477744|0.836167|-25.4974|217.72|115.392|-29.6614|204.217|88.7713|0.138158|0.448021|0.883284|-29.6614|204.217|88.7713|-41.2423|197.45|73.0212|0.559801|0.327112|0.761328
-17.4088|272.903|91.4358|-2.03580343301|-16.5679764027|17.1030909946|0.31448|-0.00733526|-0.949236|-43.9241|281.005|157.484|-123.85|282.869|398.734|-48.1207|286.14|126.014|-47.2803|282.904|71.535|-0.0153966|0.0592855|0.998122|-47.2803|282.904|71.535|-43.7979|270.335|43.1305|-0.111417|0.402137|0.908775|-43.7979|270.335|43.1305|-41.8688|259.473|29.8184|-0.111579|0.628245|0.769973|-41.8688|259.473|29.8184|-40.1687|249.901|18.0867|-0.111579|0.628245|0.769973|-35.2636|289.58|127.543|-27.2716|281.302|69.713|-0.135542|0.140394|0.980774|-27.2716|281.302|69.713|-29.5698|243.048|60.1649|0.0581905|0.96859|0.241757|-29.5698|243.048|60.1649|-33.651|234.926|82.9028|0.166664|0.331662|-0.92856|-33.651|234.926|82.9028|-35.5682|238.971|98.8005|0.116085|-0.244873|-0.962581|-24.7919|287.262|131.868|-6.7163|275.176|69.8988|-0.275238|0.184036|0.943597|-6.7163|275.176|69.8988|-10.8005|233.908|60.121|0.0958571|0.968579|0.229489|-10.8005|233.908|60.121|-17.9281|225.638|82.7625|0.283557|0.329018|-0.900745|-17.9281|225.638|82.7625|-21.1189|230.595|98.2922|0.192088|-0.298456|-0.934894|-15.8205|282.702|137.617|11.5898|267.268|75.9221|-0.395809|0.222858|0.890881|11.5898|267.268|75.9221|20.2197|258.142|40.0825|-0.22724|0.240305|0.943724|20.2197|258.142|40.0825|22.753|247.814|21.552|-0.118571|0.483433|0.867314|22.753|247.814|21.552|23.2138|238.11|9.9882|-0.0305096|0.642513|0.765667|-17.0947|263.243|148.461|-17.0947|263.243|148.461|0.0|0.0|0.0|-17.0947|263.243|148.461|-7.27252|239.684|109.01|-0.209038|0.501378|0.839597|-7.27252|239.684|109.01|-13.7708|226.409|82.7446|0.215611|0.440479|0.871487|-13.7708|226.409|82.7446|-27.0547|220.707|67.9456|0.642116|0.275604|0.715352
-49.0842|269.109|98.6322|-4.58736555533|-16.2632065282|22.4604984892|0.372051|-0.0331328|-0.927621|-81.2929|279.814|161.668|-175.85|288.235|397.425|-82.8461|283.73|129.624|-76.9728|278.173|75.6442|-0.107605|0.101818|0.988966|-76.9728|278.173|75.6442|-70.5751|262.293|49.4943|-0.204689|0.50807|0.83664|-70.5751|262.293|49.4943|-67.0362|253.509|35.0296|-0.204689|0.508069|0.836641|-67.0362|253.509|35.0296|-64.0857|243.581|23.8543|-0.193649|0.651572|0.733453|-70.181|287.266|132.186|-56.8835|276.547|75.751|-0.225521|0.181796|0.957126|-56.8835|276.547|75.751|-58.5022|238.05|67.0795|0.0409854|0.974737|0.219563|-58.5022|238.05|67.0795|-64.2199|231.757|90.043|0.2335|0.257011|-0.937776|-64.2199|231.757|90.043|-66.977|238.159|105.016|0.166932|-0.387666|-0.906559|-60.1575|285.163|137.556|-36.4417|270.489|78.0992|-0.36112|0.223443|0.905354|-36.4417|270.489|78.0992|-39.6787|228.822|69.8106|0.0759732|0.977948|0.194538|-39.6787|228.822|69.8106|-48.831|222.881|92.4554|0.364103|0.236328|-0.900876|-48.831|222.881|92.4554|-52.9992|230.064|106.842|0.250931|-0.432404|-0.86606|-51.7626|280.876|144.301|-18.782|262.894|86.1226|-0.476244|0.259661|0.8401|-18.782|262.894|86.1226|-4.3781|253.291|52.3211|-0.379284|0.252862|0.890059|-4.3781|253.291|52.3211|1.76239|243.563|34.3167|-0.287403|0.455283|0.842684|1.76239|243.563|34.3167|5.16821|235.031|22.3292|-0.225508|0.564929|0.793726|-54.0607|261.895|155.803|-54.0607|261.895|155.803|0.0|0.0|0.0|-54.0607|261.895|155.803|-38.3298|237.05|119.154|-0.33479|0.528748|0.779962|-38.3298|237.05|119.154|-39.478|222.175|92.9669|0.0380987|0.49355|0.868882|-39.478|222.175|92.9669|-49.0585|214.715|76.2173|0.463102|0.360578|0.809642
