"sag_pos_x"|"sag_pos_y"|"sag_pos_z"|"sag_pitch"|"sag_roll"|"sag_yaw"|"sag_armd_x"|"sag_armd_y"|"sag_armd_z"|"sag_wrp_x"|"sag_wrp_y"|"sag_wrp_z"|"sag_elbp_x"|"sag_elbp_y"|"sag_elbp_z"|"sag_m_s_x_pinky"|"sag_m_s_y_pinky"|"sag_m_s_z_pinky"|"sag_m_e_x_pinky"|"sag_m_e_y_pinky"|"sag_m_e_z_pinky"|"sag_m_d_x_pinky"|"sag_m_d_y_pinky"|"sag_m_d_z_pinky"|"sag_p_s_x_pinky"|"sag_p_s_y_pinky"|"sag_p_s_z_pinky"|"sag_p_e_x_pinky"|"sag_p_e_y_pinky"|"sag_p_e_z_pinky"|"sag_p_d_x_pinky"|"sag_p_d_y_pinky"|"sag_p_d_z_pinky"|"sag_i_s_x_pinky"|"sag_i_s_y_pinky"|"sag_i_s_z_pinky"|"sag_i_e_x_pinky"|"sag_i_e_y_pinky"|"sag_i_e_z_pinky"|"sag_i_d_x_pinky"|"sag_i_d_y_pinky"|"sag_i_d_z_pinky"|"sag_d_s_x_pinky"|"sag_d_s_y_pinky"|"sag_d_s_z_pinky"|"sag_d_e_x_pinky"|"sag_d_e_y_pinky"|"sag_d_e_z_pinky"|"sag_d_d_x_pinky"|"sag_d_d_y_pinky"|"sag_d_d_z_pinky"|"sag_m_s_x_ring"|"sag_m_s_y_ring"|"sag_m_s_z_ring"|"sag_m_e_x_ring"|"sag_m_e_y_ring"|"sag_m_e_z_ring"|"sag_m_d_x_ring"|"sag_m_d_y_ring"|"sag_m_d_z_ring"|"sag_p_s_x_ring"|"sag_p_s_y_ring"|"sag_p_s_z_ring"|"sag_p_e_x_ring"|"sag_p_e_y_ring"|"sag_p_e_z_ring"|"sag_p_d_x_ring"|"sag_p_d_y_ring"|"sag_p_d_z_ring"|"sag_i_s_x_ring"|"sag_i_s_y_ring"|"sag_i_s_z_ring"|"sag_i_e_x_ring"|"sag_i_e_y_ring"|"sag_i_e_z_ring"|"sag_i_d_x_ring"|"sag_i_d_y_ring"|"sag_i_d_z_ring"|"sag_d_s_x_ring"|"sag_d_s_y_ring"|"sag_d_s_z_ring"|"sag_d_e_x_ring"|"sag_d_e_y_ring"|"sag_d_e_z_ring"|"sag_d_d_x_ring"|"sag_d_d_y_ring"|"sag_d_d_z_ring"|"sag_m_s_x_middle"|"sag_m_s_y_middle"|"sag_m_s_z_middle"|"sag_m_e_x_middle"|"sag_m_e_y_middle"|"sag_m_e_z_middle"|"sag_m_d_x_middle"|"sag_m_d_y_middle"|"sag_m_d_z_middle"|"sag_p_s_x_middle"|"sag_p_s_y_middle"|"sag_p_s_z_middle"|"sag_p_e_x_middle"|"sag_p_e_y_middle"|"sag_p_e_z_middle"|"sag_p_d_x_middle"|"sag_p_d_y_middle"|"sag_p_d_z_middle"|"sag_i_s_x_middle"|"sag_i_s_y_middle"|"sag_i_s_z_middle"|"sag_i_e_x_middle"|"sag_i_e_y_middle"|"sag_i_e_z_middle"|"sag_i_d_x_middle"|"sag_i_d_y_middle"|"sag_i_d_z_middle"|"sag_d_s_x_middle"|"sag_d_s_y_middle"|"sag_d_s_z_middle"|"sag_d_e_x_middle"|"sag_d_e_y_middle"|"sag_d_e_z_middle"|"sag_d_d_x_middle"|"sag_d_d_y_middle"|"sag_d_d_z_middle"|"sag_m_s_x_index"|"sag_m_s_y_index"|"sag_m_s_z_index"|"sag_m_e_x_index"|"sag_m_e_y_index"|"sag_m_e_z_index"|"sag_m_d_x_index"|"sag_m_d_y_index"|"sag_m_d_z_index"|"sag_p_s_x_index"|"sag_p_s_y_index"|"sag_p_s_z_index"|"sag_p_e_x_index"|"sag_p_e_y_index"|"sag_p_e_z_index"|"sag_p_d_x_index"|"sag_p_d_y_index"|"sag_p_d_z_index"|"sag_i_s_x_index"|"sag_i_s_y_index"|"sag_i_s_z_index"|"sag_i_e_x_index"|"sag_i_e_y_index"|"sag_i_e_z_index"|"sag_i_d_x_index"|"sag_i_d_y_index"|"sag_i_d_z_index"|"sag_d_s_x_index"|"sag_d_s_y_index"|"sag_d_s_z_index"|"sag_d_e_x_index"|"sag_d_e_y_index"|"sag_d_e_z_index"|"sag_d_d_x_index"|"sag_d_d_y_index"|"sag_d_d_z_index"|"sag_m_s_x_thumb"|"sag_m_s_y_thumb"|"sag_m_s_z_thumb"|"sag_m_e_x_thumb"|"sag_m_e_y_thumb"|"sag_m_e_z_thumb"|"sag_m_d_x_thumb"|"sag_m_d_y_thumb"|"sag_m_d_z_thumb"|"sag_p_s_x_thumb"|"sag_p_s_y_thumb"|"sag_p_s_z_thumb"|"sag_p_e_x_thumb"|"sag_p_e_y_thumb"|"sag_p_e_z_thumb"|"sag_p_d_x_thumb"|"sag_p_d_y_thumb"|"sag_p_d_z_thumb"|"sag_i_s_x_thumb"|"sag_i_s_y_thumb"|"sag_i_s_z_thumb"|"sag_i_e_x_thumb"|"sag_i_e_y_thumb"|"sag_i_e_z_thumb"|"sag_i_d_x_thumb"|"sag_i_d_y_thumb"|"sag_i_d_z_thumb"|"sag_d_s_x_thumb"|"sag_d_s_y_thumb"|"sag_d_s_z_thumb"|"sag_d_e_x_thumb"|"sag_d_e_y_thumb"|"sag_d_e_z_thumb"|"sag_d_d_x_thumb"|"sag_d_d_y_thumb"|"sag_d_d_z_thumb"
-0.507426|257.092|114.827|-8.02624417983|0.0275158059263|9.11585487933|0.0922382|0.149871|-0.984394|-4.09759|268.607|188.057|-28.4738|229.0|448.207|14.9104|269.643|160.728|37.9987|256.51|110.572|-0.406803|0.231385|0.883726|37.9987|256.51|110.572|31.3447|222.591|101.867|0.186674|0.951587|0.244201|31.3447|222.591|101.867|21.4869|218.731|118.5|0.499973|0.195799|-0.843617|21.4869|218.731|118.5|15.9808|225.55|133.504|0.316879|-0.392439|-0.863469|3.77869|276.311|155.66|20.5716|259.173|99.2382|-0.273895|0.279511|0.920247|20.5716|259.173|99.2382|15.3739|214.708|94.2885|0.115403|0.987221|0.109895|15.3739|214.708|94.2885|5.07269|210.369|119.88|0.368877|0.155388|-0.916397|5.07269|210.369|119.88|0.604106|219.601|135.677|0.23725|-0.49015|-0.838729|-8.17019|277.208|154.653|0.436071|257.824|89.7411|-0.126028|0.283857|0.950548|0.436071|257.824|89.7411|-3.45768|209.823|83.2813|0.0801354|0.987878|0.132946|-3.45768|209.823|83.2813|-10.4138|203.763|110.422|0.242661|0.211418|-0.946793|-10.4138|203.763|110.422|-13.3837|211.956|127.242|0.156771|-0.4325|-0.8879|-20.0821|275.788|155.812|-20.8698|255.263|86.7946|0.0109381|0.285038|0.958454|-20.8698|255.263|86.7946|-15.3784|243.807|45.3904|-0.126794|0.264506|0.956012|-15.3784|243.807|45.3904|-12.2917|235.27|22.7791|-0.126683|0.350387|0.927998|-12.2917|235.27|22.7791|-10.1332|227.633|7.49293|-0.125324|0.443407|0.887516|-29.513|258.105|167.502|-29.513|258.105|167.502|0.0|0.0|0.0|-29.513|258.105|167.502|-33.4085|233.539|125.448|0.0797295|0.502792|0.860723|-33.4085|233.539|125.448|-21.831|213.083|100.371|-0.336841|0.595143|0.729618|-21.831|213.083|100.371|-5.78012|199.62|89.5203|-0.680334|0.57064|0.459908
-2.07376|264.646|84.865|-10.5544190938|-7.4966996073|8.36231254281|0.0392521|-0.00052491|-0.999229|-3.70479|279.536|157.783|-14.0781|279.675|421.853|14.5918|276.229|130.584|36.0542|258.976|80.9562|-0.378156|0.303987|0.874409|36.0542|258.976|80.9562|25.5169|226.032|72.3426|0.29562|0.924237|0.241651|25.5169|226.032|72.3426|14.7845|222.631|88.529|0.544329|0.172503|-0.820944|14.7845|222.631|88.529|9.24236|229.082|103.681|0.318953|-0.371267|-0.872026|4.44667|284.155|125.262|19.1816|263.592|69.4128|-0.240329|0.335383|0.910912|19.1816|263.592|69.4128|8.53172|220.108|64.4711|0.236452|0.965429|0.109716|8.53172|220.108|64.4711|-2.56165|215.804|89.7348|0.397246|0.154146|-0.904674|-2.56165|215.804|89.7348|-6.55009|224.136|106.149|0.211758|-0.442412|-0.871453|-7.27923|286.567|124.131|-0.906962|264.626|59.7777|-0.093314|0.321291|0.942372|-0.906962|264.626|59.7777|-10.8034|217.426|53.8465|0.203674|0.971399|0.122068|-10.8034|217.426|53.8465|-19.0422|210.679|80.4611|0.287405|0.235382|-0.928436|-19.0422|210.679|80.4611|-21.4362|218.409|97.5894|0.126373|-0.408057|-0.904168|-19.2808|286.731|125.222|-22.3487|264.774|56.71|0.0426033|0.304917|0.951426|-22.3487|264.774|56.71|-17.9252|254.811|14.7949|-0.102136|0.230042|0.967806|-17.9252|254.811|14.7949|-15.708|247.029|-8.1878|-0.090997|0.319391|0.943244|-15.708|247.029|-8.1878|-14.3891|239.744|-23.739|-0.0765786|0.422966|0.902904|-30.9891|270.714|137.249|-30.9891|270.714|137.249|0.0|0.0|0.0|-30.9891|270.714|137.249|-34.9055|243.774|96.6769|0.080158|0.551373|0.830399|-34.9055|243.774|96.6769|-23.5117|220.668|73.9249|-0.331496|0.672255|0.661955|-23.5117|220.668|73.9249|-7.74927|205.289|65.4604|-0.668108|0.651852|0.358777
48.9017|267.796|85.3053|-10.3793246311|-7.87912361094|8.33287698846|0.118266|-0.0145881|-0.992875|46.485|282.589|158.171|15.2304|286.444|420.562|65.6068|279.084|131.083|86.9943|261.888|81.4035|-0.376836|0.302976|0.875329|86.9943|261.888|81.4035|76.8238|228.823|72.8125|0.28533|0.92763|0.241017|76.8238|228.823|72.8125|65.537|226.15|88.7566|0.572448|0.13558|-0.808654|65.537|226.15|88.7566|59.7032|233.375|103.443|0.335741|-0.415802|-0.845214|55.5188|287.098|125.786|70.1621|266.662|69.8656|-0.238833|0.333311|0.912065|70.1621|266.662|69.8656|59.7893|223.19|64.2812|0.2303|0.965189|0.123986|59.7893|223.19|64.2812|48.3014|219.6|89.4801|0.411372|0.12855|-0.902357|48.3014|219.6|89.4801|44.1075|228.235|105.685|0.222665|-0.458469|-0.860364|43.8101|289.593|124.655|50.0886|267.869|60.2191|-0.0919405|0.318116|0.943583|50.0886|267.869|60.2191|40.1894|220.856|52.9586|0.203729|0.967557|0.149424|40.1894|220.856|52.9586|31.9689|214.54|79.6846|0.286767|0.220325|-0.93232|31.9689|214.54|79.6846|29.4323|221.693|97.0416|0.133904|-0.377583|-0.916243|31.809|289.832|125.737|28.6508|268.172|57.1353|0.0438578|0.300804|0.952677|28.6508|268.172|57.1353|31.7705|253.405|16.5407|-0.0720334|0.340957|0.937315|31.7705|253.405|16.5407|33.0844|242.162|-5.0357|-0.0539259|0.461444|0.885529|33.0844|242.162|-5.0357|33.6759|232.227|-19.093|-0.0343397|0.576798|0.816165|19.9851|273.845|137.691|19.9851|273.845|137.691|0.0|0.0|0.0|19.9851|273.845|137.691|17.7775|247.792|96.4166|0.0451832|0.533221|0.844769|17.7775|247.792|96.4166|30.3337|225.149|73.812|-0.365316|0.658801|0.657666|30.3337|225.149|73.812|46.611|210.005|65.9175|-0.689932|0.641892|0.334618
69.677|289.544|81.2104|-7.32140963039|-9.17330957753|7.341768717|0.125283|-0.0211481|-0.991896|68.285|300.875|154.757|35.176|306.463|416.89|87.192|297.802|127.331|107.558|282.918|76.4894|-0.358838|0.262231|0.895807|107.558|282.918|76.4894|96.487|250.088|68.1133|0.310597|0.921038|0.234988|96.487|250.088|68.1133|84.1703|247.925|83.3571|0.62468|0.109698|-0.773137|84.1703|247.925|83.3571|77.5849|255.333|97.6291|0.378992|-0.426292|-0.821365|77.2526|306.352|122.625|90.7221|288.757|65.4575|-0.21969|0.286983|0.932404|90.7221|288.757|65.4575|78.4975|245.737|60.1148|0.271414|0.955125|0.118621|78.4975|245.737|60.1148|66.8839|241.925|85.2232|0.415875|0.136527|-0.899115|66.8839|241.925|85.2232|62.8989|250.217|101.658|0.211578|-0.440237|-0.872597|65.5994|309.198|121.788|70.5764|291.008|56.1549|-0.0728818|0.266367|0.961112|70.5764|291.008|56.1549|58.5099|244.363|49.8618|0.248336|0.959976|0.129515|58.5099|244.363|49.8618|50.8195|238.498|76.8469|0.268273|0.20462|-0.941361|50.8195|238.498|76.8469|49.0206|245.688|94.2807|0.0949596|-0.379538|-0.92029|53.6217|309.675|123.037|49.1194|292.02|53.3707|0.0625235|0.245184|0.967458|49.1194|292.02|53.3707|49.6773|278.037|12.3846|-0.0128817|0.322862|0.946358|49.6773|278.037|12.3846|49.5981|267.807|-9.72927|0.00325036|0.419858|0.907584|49.5981|267.807|-9.72927|49.2206|258.739|-24.3677|0.0219147|0.526477|0.849907|41.53|293.337|134.224|41.53|293.337|134.224|0.0|0.0|0.0|41.53|293.337|134.224|41.5872|269.149|91.7719|-0.00117012|0.495054|0.868862|41.5872|269.149|91.7719|55.6364|247.487|69.0842|-0.408752|0.630245|0.660085|55.6364|247.487|69.0842|72.6356|232.797|61.883|-0.72053|0.622631|0.305231
41.4533|366.952|79.954|-5.76758639919|-5.28336482809|5.98939508753|0.0617782|-0.0176726|-0.997933|41.9903|377.066|153.743|25.6639|381.737|417.471|59.8339|375.486|125.686|79.516|362.886|73.9655|-0.346788|0.222013|0.911289|79.516|362.886|73.9655|70.4489|329.67|64.742|0.254374|0.931845|0.258763|70.4489|329.67|64.742|58.8762|325.71|80.2062|0.586947|0.200841|-0.784319|58.8762|325.71|80.2062|52.2429|331.865|95.0401|0.381749|-0.354207|-0.853701|49.223|383.458|121.454|62.003|367.82|63.564|-0.208443|0.25507|0.944188|62.003|367.82|63.564|52.8036|324.269|56.6829|0.204248|0.966924|0.152777|52.8036|324.269|56.6829|42.1375|318.581|81.8568|0.381943|0.20368|-0.901462|42.1375|318.581|81.8568|37.9027|325.685|98.7789|0.224838|-0.377161|-0.898441|37.3905|385.557|121.025|41.4734|368.929|54.9175|-0.059788|0.243503|0.968056|41.4734|368.929|54.9175|32.4551|321.842|47.0129|0.1856|0.969065|0.16268|32.4551|321.842|47.0129|25.8964|314.347|73.8932|0.228798|0.261465|-0.937703|25.8964|314.347|73.8932|23.9935|320.409|91.7395|0.100451|-0.32002|-0.942071|25.4518|385.233|122.642|19.9192|368.596|52.7994|0.0768312|0.231038|0.969906|19.9192|368.596|52.7994|22.8028|360.06|10.4376|-0.0665815|0.197098|0.97812|22.8028|360.06|10.4376|24.3182|353.959|-13.103|-0.0621971|0.250405|0.966141|24.3182|353.959|-13.103|25.258|348.161|-29.2942|-0.0545636|0.336609|0.940062|14.7911|367.943|133.854|14.7911|367.943|133.854|0.0|0.0|0.0|14.7911|367.943|133.854|3.73919|350.417|89.6057|0.2262|0.358711|0.905627|3.73919|350.417|89.6057|5.59227|333.695|59.6337|-0.0539141|0.486499|0.872016|5.59227|333.695|59.6337|14.5443|320.077|42.5746|-0.379444|0.577229|0.723069
36.9503|367.943|69.8341|-2.77203508177|-4.21153140366|5.4819824626|0.0369236|-0.0197592|-0.999123|38.2242|374.904|144.031|28.4662|380.126|408.074|55.6457|374.495|115.765|75.0152|364.87|63.2926|-0.341279|0.169591|0.924537|75.0152|364.87|63.2926|65.2714|331.788|54.2801|0.273357|0.928088|0.252843|65.2714|331.788|54.2801|54.1362|327.836|70.064|0.564758|0.200486|-0.800533|54.1362|327.836|70.064|48.0887|334.086|85.1066|0.34804|-0.359735|-0.865713|44.854|382.478|112.04|57.3128|370.004|53.3176|-0.203205|0.203437|0.957769|57.3128|370.004|53.3176|47.9173|326.443|46.7767|0.208601|0.967159|0.145222|47.9173|326.443|46.7767|37.8645|320.892|72.2319|0.359986|0.198786|-0.911534|37.8645|320.892|72.2319|34.0837|328.153|89.1948|0.200731|-0.385499|-0.900609|32.9828|384.382|111.828|36.6795|371.177|44.9302|-0.0541334|0.193364|0.979632|36.6795|371.177|44.9302|27.8358|323.947|37.7174|0.182007|0.972028|0.148443|27.8358|323.947|37.7174|22.005|317.009|64.9133|0.203403|0.242011|-0.948714|22.005|317.009|64.9133|20.5343|323.498|82.6501|0.0776395|-0.342539|-0.93629|21.0687|383.762|113.538|15.1139|370.563|42.9995|0.0826951|0.183286|0.979575|15.1139|370.563|42.9995|17.7671|361.634|0.703824|-0.0612634|0.206183|0.976594|17.7671|361.634|0.703824|19.1926|355.588|-22.8567|-0.058504|0.248136|0.966957|19.1926|355.588|-22.8567|20.1114|350.053|-39.1408|-0.0533463|0.321355|0.945455|10.828|365.74|123.962|10.828|365.74|123.962|0.0|0.0|0.0|10.828|365.74|123.962|3.36268|348.172|78.9859|0.152794|0.359568|0.920524|3.36268|348.172|78.9859|9.19285|331.527|49.485|-0.169625|0.484284|0.85831|9.19285|331.527|49.485|22.0587|318.424|34.6729|-0.545332|0.555381|0.627825
21.2043|295.502|72.855|-7.832478541|-7.37595381419|6.77153756088|-0.0115239|-0.015237|-0.999817|21.7996|307.586|146.388|24.8451|311.613|410.614|39.1022|304.879|118.614|59.1984|289.951|67.6774|-0.354083|0.263013|0.897469|59.1984|289.951|67.6774|47.7241|257.119|59.8697|0.321907|0.921085|0.219041|47.7241|257.119|59.8697|37.051|254.192|76.1875|0.541321|0.148449|-0.827608|37.051|254.192|76.1875|31.7231|260.897|91.3065|0.306624|-0.385863|-0.87011|28.8456|313.066|113.942|42.0427|295.14|56.8144|-0.215246|0.292388|0.931761|42.0427|295.14|56.8144|30.7354|251.752|52.5313|0.251049|0.963292|0.0950952|30.7354|251.752|52.5313|19.8853|247.993|77.9869|0.388535|0.134619|-0.911547|19.8853|247.993|77.9869|16.0052|256.156|94.5116|0.206003|-0.433389|-0.877347|17.1017|315.551|113.236|21.7111|296.667|47.7728|-0.0675|0.276545|0.958628|21.7111|296.667|47.7728|10.854|249.574|42.7418|0.223446|0.969202|0.10354|10.854|249.574|42.7418|3.67135|243.589|69.8404|0.250562|0.208775|-0.945321|3.67135|243.589|69.8404|1.90191|250.955|87.2033|0.0934053|-0.388858|-0.916551|5.13347|315.687|114.65|0.196766|297.0|45.2827|0.0685563|0.259504|0.963306|0.196766|297.0|45.2827|4.80789|287.195|3.35065|-0.106469|0.226396|0.968199|4.80789|287.195|3.35065|7.15057|279.627|-19.691|-0.0961469|0.310604|0.945664|7.15057|279.627|-19.691|8.56898|272.54|-35.3249|-0.0823531|0.41145|0.907704|-6.30471|299.141|126.213|-6.30471|299.141|126.213|0.0|0.0|0.0|-6.30471|299.141|126.213|-9.74781|276.366|83.1237|0.0704701|0.466127|0.881907|-9.74781|276.366|83.1237|1.08681|255.604|57.9662|-0.315226|0.604066|0.73194|1.08681|255.604|57.9662|16.5796|240.867|47.9962|-0.65668|0.624649|0.422593
0.803356|299.841|73.3639|-9.91601667258|-2.95009662141|6.18053622614|-0.0920896|-0.0304984|-0.995284|2.67196|314.965|146.307|27.0089|323.025|409.335|18.8996|312.6|118.217|38.9902|296.883|67.5168|-0.353984|0.276918|0.893315|38.9902|296.883|67.5168|29.4935|263.078|61.3909|0.266426|0.94841|0.171859|29.4935|263.078|61.3909|19.9915|260.475|78.4698|0.481923|0.132018|-0.866211|19.9915|260.475|78.4698|15.132|267.652|93.5293|0.279669|-0.413083|-0.866688|7.96286|319.784|113.439|21.2708|300.286|56.8545|-0.217054|0.318017|0.922904|21.2708|300.286|56.8545|12.7131|256.102|55.0864|0.19|0.980999|0.039256|12.7131|256.102|55.0864|3.30846|253.048|81.203|0.336775|0.109344|-0.935215|3.30846|253.048|81.203|-0.276258|261.989|97.3884|0.190323|-0.474683|-0.859333|-3.94654|321.359|112.909|0.697583|299.89|48.2497|-0.0680075|0.31439|0.946855|0.697583|299.89|48.2497|-6.87085|251.928|46.4347|0.155762|0.987088|0.0373543|-6.87085|251.928|46.4347|-12.9555|247.17|74.0405|0.212258|0.165988|-0.963013|-12.9555|247.17|74.0405|-14.7137|255.939|90.7403|0.0928155|-0.462885|-0.881546|-15.8591|320.674|114.605|-20.8285|298.517|46.2695|0.0690113|0.307688|0.948981|-20.8285|298.517|46.2695|-15.0235|288.684|4.4928|-0.134037|0.227062|0.964612|-15.0235|288.684|4.4928|-11.8338|281.054|-18.4267|-0.130908|0.313113|0.940651|-11.8338|281.054|-18.4267|-9.65784|274.105|-34.0352|-0.126339|0.403473|0.906227|-25.7808|303.874|127.16|-25.7808|303.874|127.16|0.0|0.0|0.0|-25.7808|303.874|127.16|-31.7607|279.302|85.3553|0.122391|0.502918|0.855624|-31.7607|279.302|85.3553|-21.9313|258.08|60.1687|-0.285978|0.617445|0.732788|-21.9313|258.08|60.1687|-7.43798|243.533|48.5523|-0.614318|0.616587|0.492375
-47.8829|310.184|74.0323|-9.63943328155|2.24322902345|2.46543215522|-0.12064|0.0399783|-0.991891|-42.0045|324.885|146.725|-10.1224|314.32|408.856|-27.3896|324.517|117.353|-10.153|310.15|65.2216|-0.303699|0.253137|0.918525|-10.153|310.15|65.2216|-18.9091|275.817|61.3392|0.245648|0.963221|0.108917|-18.9091|275.817|61.3392|-25.3252|272.881|79.7502|0.325416|0.148911|-0.933772|-25.3252|272.881|79.7502|-27.8965|280.23|95.2839|0.147979|-0.422984|-0.893973|-39.1872|330.814|113.451|-28.8583|312.125|55.9776|-0.168466|0.304813|0.937395|-28.8583|312.125|55.9776|-35.5638|267.592|56.6599|0.148877|0.98874|-0.0151493|-35.5638|267.592|56.6599|-40.4163|264.825|84.0213|0.173764|0.0990733|-0.979791|-40.4163|264.825|84.0213|-41.6104|274.46|100.162|0.0633987|-0.511506|-0.856938|-51.1877|331.464|113.853|-49.9467|310.103|49.0029|-0.0181731|0.312802|0.949645|-49.9467|310.103|49.0029|-55.3769|261.82|49.5002|0.111756|0.993683|-0.0102351|-55.3769|261.82|49.5002|-56.6185|257.519|77.8145|0.0433136|0.150055|-0.987728|-56.6185|257.519|77.8145|-56.0276|266.738|94.353|-0.0311954|-0.486665|-0.873031|-62.8434|329.87|116.472|-71.3912|307.065|48.7058|0.118703|0.316692|0.941072|-71.3912|307.065|48.7058|-67.8383|297.858|6.53585|-0.082034|0.21259|0.973692|-67.8383|297.858|6.53585|-65.7947|291.997|-17.0259|-0.083875|0.240538|0.967009|-65.7947|291.997|-17.0259|-64.2701|286.567|-33.2998|-0.088515|0.315278|0.944862|-70.4306|312.417|129.743|-70.4306|312.417|129.743|0.0|0.0|0.0|-70.4306|312.417|129.743|-82.247|289.714|88.1232|0.241848|0.46465|0.851828|-82.247|289.714|88.1232|-76.5342|270.002|60.5522|-0.16621|0.57351|0.80216|-76.5342|270.002|60.5522|-60.4735|257.078|49.0797|-0.680752|0.547824|0.486278
-51.3514|316.211|75.867|-7.30977867187|-0.82507320099|0.393095934219|-0.136134|0.040172|-0.989876|-42.815|327.956|148.894|-6.8382|317.339|410.493|-28.9324|327.492|119.136|-13.931|314.405|65.9866|-0.264317|0.230569|0.936469|-13.931|314.405|65.9866|-25.0516|280.898|61.0719|0.311984|0.94003|0.137878|-25.0516|280.898|61.0719|-30.5777|277.762|79.7368|0.280276|0.159067|-0.946648|-30.5777|277.762|79.7368|-31.7908|284.638|95.6483|0.0698176|-0.395704|-0.91572|-40.4425|334.611|115.836|-32.7257|317.835|57.3706|-0.125863|0.273608|0.953571|-32.7257|317.835|57.3706|-41.9781|273.767|56.3467|0.205424|0.978409|0.0227318|-41.9781|273.767|56.3467|-46.1764|270.573|83.7696|0.150339|0.114387|-0.981995|-46.1764|270.573|83.7696|-46.4286|279.409|100.401|0.0133891|-0.469132|-0.883026|-52.3704|335.925|116.607|-54.0714|317.316|50.9248|0.0249091|0.272496|0.961834|-54.0714|317.316|50.9248|-62.201|269.464|48.6768|0.167311|0.984818|0.0462647|-62.201|269.464|48.6768|-63.0834|264.057|76.8143|0.0307851|0.188643|-0.981563|-63.0834|264.057|76.8143|-61.778|271.613|94.1366|-0.0689095|-0.398889|-0.914406|-64.0264|334.887|119.491|-75.6565|315.52|51.1166|0.161508|0.26895|0.949516|-75.6565|315.52|51.1166|-74.1551|306.076|8.87629|-0.0346661|0.218073|0.975317|-74.1551|306.076|8.87629|-73.2938|299.234|-14.4933|-0.0353489|0.280774|0.959123|-73.2938|299.234|-14.4933|-72.6728|292.918|-30.5048|-0.0360571|0.366742|0.929624|-72.2643|317.343|132.244|-72.2643|317.343|132.244|0.0|0.0|0.0|-72.2643|317.343|132.244|-81.653|295.214|89.7079|0.192159|0.452921|0.870596|-81.653|295.214|89.7079|-74.7554|275.877|62.1419|-0.200682|0.562587|0.802012|-74.7554|275.877|62.1419|-60.8983|262.375|48.6413|-0.587349|0.572329|0.572242
-31.7426|319.207|79.4163|-2.45355210824|-2.28022666451|4.58464073671|-0.121406|0.0469015|-0.991494|-27.9222|325.368|153.631|4.16234|312.973|415.658|-12.487|326.267|125.04|6.28488|317.408|72.2162|-0.330749|0.156097|0.93072|6.28488|317.408|72.2162|-4.42801|284.439|63.9184|0.300546|0.924922|0.232791|-4.42801|284.439|63.9184|-12.4895|280.498|81.4748|0.408866|0.199895|-0.890433|-12.4895|280.498|81.4748|-15.8563|286.434|97.4547|0.193761|-0.341617|-0.919649|-23.5985|333.897|121.522|-11.746|321.978|62.56|-0.193316|0.194408|0.961683|-11.746|321.978|62.56|-20.8154|278.088|58.0798|0.201361|0.974453|0.0994724|-20.8154|278.088|58.0798|-29.2651|273.638|84.3218|0.302579|0.159352|-0.939709|-29.2651|273.638|84.3218|-32.1464|281.572|101.159|0.152976|-0.421255|-0.893947|-35.5279|335.409|121.519|-32.5478|322.488|54.5301|-0.0436397|0.189213|0.980966|-32.5478|322.488|54.5301|-40.2812|274.793|49.3951|0.159156|0.981581|0.105681|-40.2812|274.793|49.3951|-45.2497|268.765|76.9762|0.173325|0.210294|-0.962151|-45.2497|268.765|76.9762|-46.3282|276.456|94.2545|0.0569332|-0.406029|-0.912085|-47.3839|334.392|123.431|-54.1115|321.167|52.9666|0.0934255|0.183659|0.97854|-54.1115|321.167|52.9666|-50.6646|314.705|10.2809|-0.0795873|0.149197|0.985599|-50.6646|314.705|10.2809|-48.7729|309.277|-13.3969|-0.0776394|0.222771|0.971774|-48.7729|309.277|-13.3969|-47.4898|303.841|-29.6898|-0.0744927|0.315595|0.945966|-56.8441|316.018|133.976|-56.8441|316.018|133.976|0.0|0.0|0.0|-56.8441|316.018|133.976|-56.6586|296.249|89.2954|-0.00379658|0.404603|0.914485|-56.6586|296.249|89.2954|-41.9588|278.544|63.7647|-0.42768|0.515111|0.7428|-41.9588|278.544|63.7647|-23.3672|266.685|55.3793|-0.788026|0.502681|0.355424
